text	label
South African films provide love and comedy in Toronto (Reuters) Reuters - Ten years after the end of apartheid, South African filmmaking can now tell stories about the country's unstable past with humor and love.	0
France does not publish the medical records of Yasser Arafat France does not intend to publish the medical records of Yasser Arafat.	0
The Difference between Bush and Kerry's Economic Status BROADVIEW HEIGHTS, Ohio - Good News, or Bad? President Bush and Democrat John Kerry objected on Saturday to the vitality of the nation's employment markets - questions that are heating up this year's race for the White House. Bush campaigned in Ohio - an important state that lost tens of millions of manufacturing jobs, the new United States...	0
The execution of two women of both aid workers who were abducted with two Iraqi colleagues in Baghdad more than two weeks ago caused a surprise in Italy, and Italian television and radio ran special news at night.	0
Football: Nine men at Arsenal fired Lauren and Patrick Vieira were sent off when Arsenal fired PSV Eindhoven in the Champions League.	0
South African films offer love and comedy in Toronto (Reuters) Reuters -- A decade after apartheid ended, South African cinema has reached maturity and is able to tell stories of its troubled past with humor and affection, several filmmakers in the country said Tuesday.	0
France doesn't release Yasser Arafat's medical records France doesn't intend to release Yasser Arafat's medical records and will leave the decision on what to do with them to his family, the foreign minister said yesterday.	0
Bush and Kerry Oppose State of the Economy BROADVIEW HEIGHTS, Ohio -- Good news, bad news? President Bush and Democrat John Kerry on Saturday opposed the vitality of the nation's labor market -- a question that's heating up this year's race to the White House. Bush, campaigning in Ohio -- a crucial state that has lost tens of thousands of jobs --	0
Italy calls for calm after execution charges The alleged execution of the two women, both humanitarian aid workers kidnapped more than two weeks ago in Baghdad along with two Iraqi colleagues, caused a shock in Italy, with Italian TV and radio broadcasting special reports overnight.	0
Football: Nine Arsenal men win Lauren and Patrick Vieira sent as Arsenal wins against PSV Eindhoven in the Champions League.	0
South African films offer love, comedy in Toronto (Reuters) Reuters - Ten years after the end of apartheid, South African film production has reached adulthood and is able to tell stories about the country's tense past with humor and love, some of the country's directors said Tuesday.	0
France did not publish Arafat’s medical records France does not intend to publish Yasser Arafat’s medical records and will leave a decision on what to do with them to his family, the Foreign Minister said yesterday.	0
BROADVIEW HEIGHTS, Ohio – Good news, or bad news? President Bush and Democrat John Kerry had disagreements Saturday about the nation’s job market vitality – a question that heats up this year’s race for the White House. Bush, speaking in Ohio – a key state that has lost tens of thousands of industrial jobs, says a new American...	0
The announcement of the execution in Italy caused concern in Italy, as Italian television and radio broadcast special bulletins all night long.	0
